,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,nursery,internet,guardian_x,traveltime_x,studytime_x,failures_x,schoolsup_x,famsup_x,paid_x,activities_x,higher_x,romantic_x,famrel_x,freetime_x,goout_x,Dalc_x,Walc_x,health_x,absences_x,G1_x,G2_x,G3_x,guardian_y,traveltime_y,studytime_y,failures_y,schoolsup_y,famsup_y,paid_y,activities_y,higher_y,romantic_y,famrel_y,freetime_y,goout_y,Dalc_y,Walc_y,health_y,absences_y,G1_y,G2_y,G3_y
436,GP,M,18,U,LE3,T,4,4,teacher,teacher,home,yes,yes,mother,1,1,0,no,yes,yes,no,yes,yes,1,4,2,2,2,1,5,16,15,16,mother,1,1,0,no,yes,no,no,yes,yes,1,4,2,2,2,1,0,18,18,17
437,GP,M,19,R,GT3,T,3,2,at_home,services,home,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,1,0,no,yes,no,no,yes,yes,5,3,4,2,2,5,0,11,10,10
438,GP,M,19,R,GT3,T,3,3,other,services,reputation,yes,no,father,1,2,1,no,no,no,yes,yes,yes,4,5,3,1,2,5,0,15,12,12,father,1,2,0,no,no,no,yes,yes,yes,4,5,3,1,2,5,0,10,10,11
439,GP,M,19,R,LE3,T,2,1,at_home,services,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,3,1,no,no,no,yes,yes,yes,4,3,1,1,1,5,0,9,10,11
440,GP,M,19,U,GT3,T,1,2,other,services,course,no,yes,other,1,2,1,no,no,no,no,yes,no,4,5,2,2,2,4,3,13,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,GP,M,19,U,GT3,T,2,1,other,other,reputation,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,0,no,no,no,no,yes,no,5,3,4,1,4,4,10,7,11,11
442,GP,M,19,U,GT3,T,3,2,services,at_home,home,yes,yes,mother,1,1,3,no,yes,no,no,no,yes,4,5,4,1,1,4,0,5,0,0,mother,1,1,0,no,yes,no,no,no,yes,4,5,4,1,1,4,6,11,9,11
443,GP,M,19,U,GT3,T,3,3,other,other,home,yes,yes,other,1,2,1,no,yes,no,yes,yes,yes,4,4,4,1,1,3,20,15,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,GP,M,19,U,GT3,T,4,2,health,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,2,0,no,yes,no,yes,yes,yes,5,4,4,1,1,1,9,11,10,10
445,GP,M,19,U,GT3,T,4,4,teacher,services,reputation,yes,yes,other,2,1,1,no,yes,yes,no,yes,yes,4,3,4,1,1,4,38,8,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,GP,M,19,U,LE3,A,4,3,services,at_home,reputation,yes,yes,mother,1,2,0,no,yes,no,no,yes,no,4,3,1,1,1,1,12,11,11,11,mother,1,2,0,no,yes,no,no,yes,no,4,3,1,1,1,1,4,11,13,14
447,GP,M,20,U,GT3,A,3,2,services,other,course,yes,no,other,1,1,0,no,no,no,yes,yes,no,5,5,3,1,1,5,0,17,18,18,other,1,1,2,no,no,no,yes,yes,no,5,5,3,1,1,5,0,14,15,15
448,GP,M,21,R,LE3,T,1,1,at_home,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,2,2,2,no,yes,no,yes,no,yes,5,3,3,5,2,4,21,9,10,10
449,GP,M,22,U,GT3,T,3,1,services,services,other,no,yes,mother,1,1,3,no,no,no,no,no,yes,5,4,5,5,5,1,16,6,8,8,mother,1,1,3,no,no,no,no,no,yes,5,4,5,5,5,1,12,7,8,5
450,MS,F,15,R,GT3,T,1,1,at_home,at_home,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,3,2,0,no,yes,no,no,yes,no,4,2,1,1,2,2,0,13,14,14
451,MS,F,15,R,GT3,T,1,1,at_home,other,home,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,2,2,0,no,yes,no,yes,yes,no,4,3,3,1,1,2,1,11,10,11
452,MS,F,15,R,GT3,T,1,1,at_home,services,other,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,1,no,yes,no,no,yes,yes,4,1,3,1,1,2,6,10,10,10
453,MS,F,15,R,GT3,T,1,2,other,services,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,1,0,no,no,no,no,yes,no,5,1,2,1,1,1,3,11,13,13
454,MS,F,15,R,GT3,T,3,3,at_home,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,1,0,no,yes,no,no,yes,no,5,4,4,2,3,5,4,10,10,11
455,MS,F,15,R,GT3,T,3,3,other,services,course,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,2,1,0,no,no,no,no,yes,no,4,1,3,1,1,4,0,14,16,16
456,MS,F,15,R,GT3,T,3,3,services,other,reputation,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,0,no,yes,no,no,yes,yes,4,5,4,1,1,1,4,13,12,12
457,MS,F,15,R,GT3,T,4,4,teacher,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,1,0,no,no,no,no,yes,yes,1,5,1,3,5,5,0,13,14,14
458,MS,F,15,R,LE3,T,1,1,at_home,other,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,1,0,no,yes,no,no,no,yes,5,2,1,1,3,4,0,9,10,9
459,MS,F,15,R,LE3,T,1,1,at_home,services,reputation,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,2,2,0,no,yes,no,no,yes,no,5,4,3,1,2,4,0,10,10,10
460,MS,F,15,R,LE3,T,1,1,other,services,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,1,1,no,yes,no,no,yes,yes,4,4,3,1,2,2,4,6,7,8
461,MS,F,15,R,LE3,T,2,1,at_home,other,home,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,1,0,no,no,no,no,no,no,1,3,4,1,1,1,0,6,8,9
462,MS,F,15,R,LE3,T,2,2,other,other,other,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,1,3,0,yes,yes,no,no,yes,no,4,4,3,2,2,5,2,14,11,12
463,MS,F,15,U,GT3,T,2,1,at_home,other,home,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,0,yes,yes,no,no,yes,no,4,4,2,3,3,2,0,9,10,9
464,MS,F,15,U,GT3,T,2,2,other,services,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,3,0,no,yes,no,yes,yes,no,5,3,2,1,1,4,0,12,13,14
465,MS,F,16,R,GT3,A,2,2,health,other,course,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,0,no,no,no,no,yes,yes,3,3,2,1,1,3,2,8,10,10
466,MS,F,16,R,GT3,T,0,2,other,other,other,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,1,0,no,yes,no,yes,yes,no,3,2,3,1,2,2,0,12,11,12
467,MS,F,16,R,GT3,T,1,1,at_home,other,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,2,2,3,yes,yes,no,no,yes,no,3,4,3,1,1,1,0,7,7,8
468,MS,F,16,R,GT3,T,1,1,at_home,other,other,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,4,3,0,yes,yes,no,no,yes,no,4,4,3,1,1,5,2,10,9,10
469,MS,F,16,R,GT3,T,1,1,at_home,other,other,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,1,0,no,no,no,yes,yes,yes,4,2,2,4,3,2,0,13,12,14
470,MS,F,16,R,GT3,T,1,1,other,other,home,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,4,4,0,no,yes,no,no,yes,no,4,3,2,1,1,1,0,13,10,13
471,MS,F,16,R,GT3,T,1,2,other,other,home,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,1,3,0,yes,yes,no,no,yes,yes,4,3,4,1,1,3,5,13,14,13
472,MS,F,16,R,GT3,T,2,2,at_home,other,course,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,2,1,no,yes,no,yes,yes,no,4,4,4,2,3,5,2,12,11,12
473,MS,F,16,R,GT3,T,2,2,other,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,2,0,no,yes,no,yes,yes,no,4,4,4,1,1,5,0,12,12,12
474,MS,F,16,R,GT3,T,2,2,other,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,3,2,0,no,yes,no,no,yes,no,4,4,5,1,1,4,4,9,10,11
475,MS,F,16,R,GT3,T,2,2,other,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,3,2,0,no,yes,no,no,no,no,3,4,5,1,2,1,1,9,10,11
476,MS,F,16,R,GT3,T,2,2,other,services,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,3,2,0,no,yes,no,yes,yes,no,5,3,4,1,1,2,1,14,13,14
477,MS,F,16,R,GT3,T,2,3,at_home,services,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,2,0,no,no,no,no,yes,no,4,5,2,1,2,5,0,16,17,17
478,MS,F,16,R,GT3,T,2,3,at_home,services,other,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,2,0,no,yes,no,yes,yes,no,3,3,3,1,1,2,0,8,10,10
479,MS,F,16,R,GT3,T,2,3,other,services,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,3,2,0,no,yes,no,no,yes,no,4,5,4,1,2,1,2,15,15,15
480,MS,F,16,R,GT3,T,4,4,health,teacher,reputation,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,1,2,0,no,no,no,yes,yes,yes,4,3,3,2,3,2,0,14,16,16
481,MS,F,16,R,GT3,T,4,4,teacher,teacher,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,3,0,no,no,no,yes,yes,yes,4,2,2,1,1,4,6,16,16,17
482,MS,F,16,R,LE3,T,1,1,at_home,other,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,3,2,0,no,yes,no,no,yes,no,5,3,2,1,1,1,0,16,17,18
483,MS,F,16,R,LE3,T,1,1,services,services,home,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,0,no,yes,no,yes,yes,yes,4,4,4,2,2,4,2,14,14,14
484,MS,F,16,R,LE3,T,1,2,at_home,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,0,no,no,no,yes,no,no,4,4,5,1,3,3,0,8,9,9
485,MS,F,16,R,LE3,T,1,2,other,other,reputation,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,1,0,no,no,no,yes,yes,no,5,4,5,1,4,2,0,14,14,15
486,MS,F,16,R,LE3,T,2,1,other,other,home,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,0,no,yes,no,no,yes,yes,5,4,3,1,1,5,2,10,8,8
487,MS,F,16,R,LE3,T,2,2,other,other,course,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,3,0,no,yes,no,no,yes,yes,4,3,3,2,2,5,2,11,11,11
488,MS,F,16,R,LE3,T,2,2,other,other,home,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,3,1,0,no,yes,no,yes,yes,yes,4,3,2,1,1,4,0,14,14,16
489,MS,F,16,R,LE3,T,2,2,other,services,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,1,2,0,no,no,no,yes,yes,yes,5,4,3,1,1,1,0,11,13,12
490,MS,F,16,R,LE3,T,3,4,at_home,other,other,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,3,2,0,no,yes,no,no,yes,no,4,2,1,1,1,2,2,7,9,8
491,MS,F,16,U,GT3,A,3,2,services,at_home,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,2,2,no,yes,no,yes,yes,yes,2,5,5,1,1,1,8,5,5,7
492,MS,F,16,U,GT3,T,1,1,at_home,other,course,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,1,2,0,no,yes,no,no,yes,yes,5,4,3,2,1,2,0,13,14,15
493,MS,F,16,U,GT3,T,1,1,other,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,4,0,yes,yes,no,yes,yes,no,2,2,1,1,1,5,0,14,14,14
494,MS,F,16,U,GT3,T,1,2,other,services,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,3,1,no,yes,no,no,yes,no,1,3,2,1,2,4,0,10,8,8
495,MS,F,16,U,GT3,T,1,2,other,services,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,3,1,no,yes,no,no,yes,no,1,3,2,1,2,4,3,9,8,8
496,MS,F,16,U,GT3,T,1,3,at_home,other,other,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,2,1,0,no,yes,no,no,no,yes,4,3,3,1,3,5,11,10,11,11
497,MS,F,16,U,GT3,T,2,1,other,services,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,0,no,yes,no,yes,yes,no,5,3,3,1,1,1,0,14,13,14
498,MS,F,16,U,GT3,T,2,2,other,services,course,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,1,1,1,no,yes,yes,yes,yes,no,4,4,3,1,4,3,1,9,10,10
499,MS,F,16,U,GT3,T,2,2,services,other,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,0,no,yes,yes,yes,yes,yes,4,2,5,1,2,5,0,17,16,16
500,MS,F,16,U,GT3,T,3,1,other,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,0,no,no,no,yes,yes,no,3,1,3,1,3,1,0,8,6,8
501,MS,F,16,U,GT3,T,3,2,services,at_home,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,0,no,no,no,no,yes,no,3,1,3,1,4,3,2,7,6,7
502,MS,F,16,U,GT3,T,3,3,other,other,reputation,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,0,no,no,no,yes,no,yes,4,5,4,1,1,4,0,14,13,13
503,MS,F,16,U,GT3,T,4,4,health,health,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,0,no,yes,no,no,yes,yes,4,3,4,1,2,3,4,8,8,8
504,MS,F,16,U,GT3,T,4,4,teacher,services,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,3,0,no,yes,no,no,yes,yes,5,3,5,1,4,5,1,10,11,12
505,MS,F,16,U,LE3,A,2,2,at_home,other,reputation,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,4,0,no,no,no,yes,no,yes,1,2,1,1,1,1,4,10,9,11
506,MS,F,16,U,LE3,A,2,2,other,other,home,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,0,no,yes,no,no,no,no,4,3,4,1,2,1,6,7,7,8
507,MS,F,16,U,LE3,T,1,1,at_home,other,other,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,3,2,0,no,yes,no,no,yes,no,4,3,2,1,3,5,6,6,8,8
508,MS,F,16,U,LE3,T,2,1,other,services,other,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,0,no,no,no,no,yes,yes,3,2,2,1,1,3,0,14,15,16
509,MS,F,16,U,LE3,T,4,1,other,other,home,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,2,0,no,yes,no,yes,yes,no,1,2,4,2,2,1,8,9,10,10
510,MS,F,16,U,LE3,T,4,4,services,services,other,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,2,1,0,no,yes,no,no,yes,no,5,1,3,1,2,5,1,11,11,11
511,MS,F,17,R,GT3,T,0,0,at_home,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,1,0,no,yes,no,no,yes,no,4,4,3,1,1,5,0,10,11,11
512,MS,F,17,R,GT3,T,1,1,at_home,at_home,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,2,1,0,no,yes,no,yes,no,yes,3,5,5,2,2,4,3,10,11,10
513,MS,F,17,R,GT3,T,1,1,at_home,other,reputation,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,1,0,no,yes,no,yes,yes,yes,4,4,5,1,2,5,0,11,11,11
514,MS,F,17,R,GT3,T,1,1,other,other,other,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,1,1,1,no,yes,no,no,no,no,5,4,4,2,2,5,0,6,6,7
515,MS,F,17,R,GT3,T,1,1,other,services,reputation,yes,yes,mother,3,1,1,no,yes,yes,no,yes,yes,5,2,1,1,2,1,0,7,6,0,mother,3,1,1,no,yes,no,no,yes,yes,5,2,1,1,2,1,0,8,8,9
516,MS,F,17,R,GT3,T,1,2,other,other,course,yes,yes,mother,1,1,0,no,no,no,yes,yes,no,3,5,5,1,3,1,14,6,5,5,mother,1,1,0,no,no,no,yes,yes,no,3,5,5,1,3,1,4,7,8,9
517,MS,F,17,R,GT3,T,1,2,other,services,course,no,no,father,2,2,0,no,no,no,no,yes,no,3,2,2,1,2,3,0,12,11,12,father,2,2,0,no,no,no,no,yes,no,3,2,2,1,2,3,0,13,13,13
518,MS,F,17,R,GT3,T,2,1,at_home,other,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,3,1,0,no,yes,no,yes,no,yes,5,5,3,1,1,3,2,9,10,11
519,MS,F,17,R,GT3,T,2,2,at_home,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,2,0,no,yes,no,no,yes,no,4,3,5,1,2,4,0,11,10,11
520,MS,F,17,R,GT3,T,2,2,at_home,other,other,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,0,no,yes,yes,no,yes,no,5,1,3,1,2,5,5,9,9,9
521,MS,F,17,R,GT3,T,2,2,other,other,other,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,2,0,yes,no,yes,no,yes,no,5,1,3,1,1,5,0,11,9,11
522,MS,F,17,R,GT3,T,2,2,other,other,reputation,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,2,0,no,yes,no,yes,yes,no,5,3,2,1,1,1,0,15,17,17
523,MS,F,17,R,GT3,T,2,3,other,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,1,0,no,yes,no,no,yes,no,5,5,5,1,3,3,2,10,11,12
524,MS,F,17,R,GT3,T,3,1,at_home,other,reputation,no,yes,mother,1,2,0,no,yes,yes,yes,yes,no,4,5,4,2,3,1,17,10,10,10,mother,1,2,0,no,yes,no,yes,yes,no,4,5,4,2,3,1,10,8,9,9
525,MS,F,17,R,GT3,T,3,1,other,other,course,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,2,3,no,yes,no,yes,yes,yes,5,4,4,1,1,5,2,7,9,10
526,MS,F,17,R,GT3,T,3,2,at_home,other,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,1,2,1,no,no,no,no,yes,yes,4,5,4,1,2,5,0,10,10,10
527,MS,F,17,R,GT3,T,4,1,other,other,other,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,0,no,no,no,no,yes,yes,4,2,3,1,2,5,1,13,14,14
528,MS,F,17,R,GT3,T,4,2,other,other,course,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,2,0,yes,yes,no,no,yes,no,4,3,3,2,3,5,0,17,18,18
529,MS,F,17,R,GT3,T,4,4,teacher,services,other,yes,yes,father,2,2,0,no,yes,yes,yes,yes,no,4,3,3,1,2,5,4,12,13,13,father,2,2,0,no,yes,yes,yes,yes,no,4,3,3,1,2,5,2,12,12,12
530,MS,F,17,R,LE3,A,2,1,services,other,reputation,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,2,0,no,no,no,yes,yes,yes,5,3,3,1,2,2,5,11,11,12
531,MS,F,17,R,LE3,A,3,1,other,at_home,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,2,3,0,no,yes,yes,no,no,no,4,2,3,2,2,3,5,8,7,8
532,MS,F,17,U,GT3,A,1,0,other,other,other,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,2,0,no,no,no,no,yes,yes,4,4,5,1,1,4,1,11,9,10
533,MS,F,17,U,GT3,A,1,1,at_home,at_home,other,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,0,no,no,no,yes,yes,yes,4,5,5,1,2,3,2,11,10,11
534,MS,F,17,U,GT3,T,0,1,other,at_home,course,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,2,1,0,no,no,no,yes,yes,no,2,4,4,3,5,5,5,9,9,10
535,MS,F,17,U,GT3,T,1,1,other,at_home,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,0,no,yes,no,yes,yes,no,4,3,2,1,2,5,9,7,9,10
536,MS,F,17,U,GT3,T,2,2,other,at_home,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,0,no,yes,no,yes,no,no,4,5,3,1,1,5,4,9,9,10
